obs,date,year,month,day,start_time,end_time,locality,site,bar,station,transect,counter,tran_length,count_live,count_dead,treatment,pass
6470,12/2/2020,2020,12,2,14:10,14:49,LC,O,10A,LCO10A,2,ns,17.5,79,4,rocks,2
6471,12/2/2020,2020,12,2,14:10,14:49,LC,O,10A,LCO10A,2,ns,20,94,4,rocks,2
6472,12/2/2020,2020,12,2,14:10,14:49,LC,O,10A,LCO10A,2,ns,22,48,4,rocks,2
6473,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,2.5,110,5,rocks,1
6474,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,5,60,2,rocks,1
6475,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,7.5,32,5,rocks,1
6476,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,10,73,3,rocks,1
6477,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,12.5,82,7,rocks,1
6478,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,15,74,12,rocks,1
6479,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,17.5,112,5,rocks,1
6480,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,20,94,7,rocks,1
6481,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,jc ,22,77,5,rocks,1
6482,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,2.5,101,11,rocks,2
6483,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,5,61,3,rocks,2
6484,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,7.5,38,5,rocks,2
6485,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,10,75,4,rocks,2
6486,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,12.5,88,8,rocks,2
6487,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,15,59,8,rocks,2
6488,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,17.5,78,6,rocks,2
6489,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,20,91,4,rocks,2
6490,12/2/2020,2020,12,2,14:52,15:19,LC,O,10A,LCO10A,3,tc,22,54,2,rocks,2
6491,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,2.5,64,5,rocks,1
6492,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,5,82,7,rocks,1
6493,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,7.5,88,11,rocks,1
6494,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,10,71,2,rocks,1
6495,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,12.5,105,8,rocks,1
6496,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,15,86,6,rocks,1
6497,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,17.5,91,3,rocks,1
6498,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,20,82,4,rocks,1
6499,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,jc ,22,71,12,rocks,1
6500,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,2.5,68,6,rocks,2
6501,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,5,95,6,rocks,2
6502,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,7.5,79,8,rocks,2
6503,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,10,70,6,rocks,2
6504,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,12.5,95,7,rocks,2
6505,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,15,78,4,rocks,2
6506,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,17.5,84,4,rocks,2
6507,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,20,87,3,rocks,2
6508,12/2/2020,2020,12,2,15:25,16:01,LC,O,10A,LCO10A,4,tc,22,68,9,rocks,2
6509,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,2.5,74,3,rocks,1
6510,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,5,79,1,rocks,1
6511,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,7.5,85,1,rocks,1
6512,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,10,52,2,rocks,1
6513,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,12.5,46,2,rocks,1
6514,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,15,63,5,rocks,1
6515,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,17.5,118,6,rocks,1
6516,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,20,99,5,rocks,1
6517,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,am,22,46,1,rocks,1
6518,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,2.5,58,4,rocks,2
6519,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,5,75,2,rocks,2
6520,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,7.5,72,2,rocks,2
6521,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,10,41,4,rocks,2
6522,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,12.5,42,2,rocks,2
6523,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,15,57,2,rocks,2
6524,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,17.5,113,3,rocks,2
6525,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,20,78,1,rocks,2
6526,12/2/2020,2020,12,2,15:22,16:10,LC,O,10A,LCO10A,5,tc,22,42,1,rocks,2
6527,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,am,2.5,17,2,control,1
6528,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,am,5,16,1,control,1
6529,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,am,7.5,4,1,control,1
6530,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,tc,10,9,2,control,1
6531,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,tc,12.5,2,0,control,1
6532,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,jc ,15,1,0,control,1
6533,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,jc ,17.5,0,0,control,1
6534,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,jc ,20,3,2,control,1
6535,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,jc ,22.5,1,0,control,1
6536,12/2/2020,2020,12,2,16:41,16:49,LC,N,14,LCN14,1,jc ,23.2,0,0,control,1
6537,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,7.5,14,1,control,1
6538,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,10,15,3,control,1
6539,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,12.5,32,2,control,1
6540,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,15,45,5,control,1
6541,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,17.5,27,3,control,1
6542,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,20,36,0,control,1
6543,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,22.5,0,0,control,1
6544,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,am,23.7,1,0,control,1
6545,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,2.5,2,1,control,2
6546,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,5,1,0,control,2
6547,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,7.5,10,1,control,2
6548,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,10,11,4,control,2
6549,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,12.5,25,2,control,2
6550,12/2/2020,2020,12,2,17:09,17:27,LC,I,23,LCI23,3,jc ,15,35,5,control,2
6551,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,jc ,2.5,16,4,control,1
6552,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,jc ,5,7,1,control,1
6553,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,jc ,7.5,28,6,control,1
6554,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,jc ,10,11,1,control,1
6555,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,jc ,12.5,23,6,control,1
6556,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,tc,15,44,6,control,1
6557,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,tc,17.5,2,3,control,1
6558,12/3/2020,2020,12,3,15:59,16:07,NN,I,1,NNI1,2,tc,18.5,5,2,control,1
6559,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,tc,2.5,52,1,rocks,1
6560,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,tc,5,103,13,rocks,1
6561,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,tc,7.5,34,3,rocks,1
6562,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,tc,10,97,4,rocks,1
6563,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,jc ,12.5,25,1,rocks,1
6564,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,jc ,15,43,2,rocks,1
6565,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,jc ,17.5,15,2,rocks,1
6566,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,jc ,20,9,2,rocks,1
6567,12/3/2020,2020,12,3,14:34,14:48,LC,O,13,LCO13,4,jc ,22,15,5,rocks,1
6568,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,tc,2.5,54,8,rocks,1
6569,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,tc,5,36,4,rocks,1
6570,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,tc,7.5,30,1,rocks,1
6571,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,tc,10,9,0,rocks,1
6572,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,tc,12.5,47,5,rocks,1
6573,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,jc ,15,46,4,rocks,1
6574,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,jc ,17.5,71,9,rocks,1
6575,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,jc ,20,30,2,rocks,1
6576,12/3/2020,2020,12,3,14:18,14:27,LC,O,13,LCO13,5,jc ,22,9,0,rocks,1
6577,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,2.5,31,2,rocks,1
6578,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,5,24,3,rocks,1
6579,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,7.5,32,3,rocks,1
6580,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,10,27,3,rocks,1
6581,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,12.5,54,4,rocks,1
6582,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,15,70,5,rocks,1
6583,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,17.5,96,11,rocks,1
6584,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,20,48,2,rocks,1
6585,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,tc,21.5,25,1,rocks,1
6586,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,2.5,26,2,rocks,2
6587,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,5,23,3,rocks,2
6588,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,7.5,35,6,rocks,2
6589,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,10,27,3,rocks,2
6590,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,12.5,55,11,rocks,2
6591,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,15,63,7,rocks,2
6592,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,17.5,93,13,rocks,2
6593,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,20,47,5,rocks,2
6594,12/3/2020,2020,12,3,14:54,15:13,LC,O,13,LCO13,6,jc ,21.5,20,1,rocks,2
6595,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,tc,2.5,37,2,control,1
6596,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,tc,5,46,7,control,1
6597,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,tc,7.5,16,4,control,1
6598,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,tc,10,0,0,control,1
6599,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,jc ,12.5,80,7,control,1
6600,12/3/2020,2020,12,3,16:42,16:50,LC,I,39,LCI39,2,jc ,14.4,25,5,control,1
6601,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,2.5,32,2,control,1
6602,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,5,68,9,control,1
6603,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,7.5,158,13,control,1
6604,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,10,121,11,control,1
6605,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,12.5,126,17,control,1
6606,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,aj,15,74,17,control,1
6607,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,17.5,75,17,control,1
6608,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,20,40,27,control,1
6609,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,22.5,92,17,control,1
6610,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,25,113,96,control,1
6611,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,27.5,69,24,control,1
6612,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,30,0,0,control,1
6613,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,32.5,0,0,control,1
6614,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,tc,35,0,0,control,1
6615,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,37.5,0,0,control,1
6616,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,40,0,0,control,1
6617,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,42.5,0,0,control,1
6618,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,45,1,1,control,1
6619,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,47.5,134,76,control,1
6620,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,jc ,50,122,30,control,1
6621,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,am,52.5,157,15,control,1
6622,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,am,55,114,13,control,1
6623,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,am,57.5,21,1,control,1
6624,12/4/2020,2020,12,4,15:24,15:36,LC,I,42,LCI42,1,am,58.3,1,2,control,1
6625,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,aj,2.5,7,3,control,1
6626,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,aj,5,37,5,control,1
6627,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,aj,7.5,88,17,control,1
6628,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,aj,10,109,35,control,1
6629,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,jc ,12.5,97,86,control,1
6630,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,jc ,15,215,37,control,1
6631,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,tc,17.5,73,21,control,1
6632,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,tc,20,9,1,control,1
6633,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,tc,22.5,13,1,control,1
6634,12/4/2020,2020,12,4,16:03,16:11,LC,I,40,LCI40,1,tc,24.1,31,3,control,1
6635,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,2.5,19,3,control,1
6636,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,5,140,19,control,1
6637,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,7.5,268,22,control,1
6638,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,10,144,76,control,1
6639,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,12.5,111,33,control,1
6640,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,15,140,61,control,1
6641,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,17.5,48,39,control,1
6642,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,20,135,42,control,1
6643,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,22.5,202,106,control,1
6644,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,25,124,46,control,1
6645,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,27.5,121,27,control,1
6646,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,30,116,23,control,1
6647,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,aj,32.5,49,5,control,1
6648,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,tc,35,48,6,control,1
6649,12/15/2020,2020,12,15,12:31,13:06,LC,I,31,LCI31,2,tc,36.3,24,8,control,1
6650,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,2.5,43,3,control,1
6651,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,5,52,9,control,1
6652,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,7.5,67,12,control,1
6653,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,10,5,1,control,1
6654,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,12.5,0,0,control,1
6655,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,15,6,1,control,1
6656,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,17.5,50,13,control,1
6657,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,20,13,0,control,1
6658,12/15/2020,2020,12,15,14:36,14:54,LC,I,34,LCI34,1,aj,21.5,11,1,control,1
6659,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,2.5,34,7,control,1
6660,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,5,45,8,control,1
6661,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,7.5,119,36,control,1
6662,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,10,137,33,control,1
6663,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,12.5,120,26,control,1
6664,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,15,54,34,control,1
6665,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,17.5,34,15,control,1
6666,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,20,52,31,control,1
6667,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,22.5,67,21,control,1
6668,12/17/2020,2020,12,17,17:05,17:36,LC,I,36,LCI36,1,ep,24.8,42,7,control,1
6669,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,2.5,37,10,rocks,1
6670,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,5,26,12,rocks,1
6671,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,7.5,14,0,rocks,1
6672,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,10,15,2,rocks,1
6673,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,12.5,88,8,rocks,1
6674,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,15,2,1,rocks,1
6675,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,17.5,12,0,rocks,1
6676,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,20,23,4,rocks,1
6677,12/17/2020,2020,12,17,13:20,13:50,LC,O,12,LCO12,3,jc ,22,50,1,rocks,1
6678,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,2.5,23,2,rocks,1
6679,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,5,23,4,rocks,1
6680,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,7.5,17,2,rocks,1
6681,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,10,46,12,rocks,1
6682,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,12.5,27,7,rocks,1
6683,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,15,19,0,rocks,1
6684,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,17.5,13,2,rocks,1
6685,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,20,81,12,rocks,1
6686,12/17/2020,2020,12,17,13:29,13:45,LC,O,12,LCO12,4,sb,22,40,5,rocks,1
6687,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,2.5,47,8,rocks,1
6688,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,5,23,12,rocks,1
6689,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,7.5,3,0,rocks,1
6690,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,10,1,0,rocks,1
6691,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,12.5,3,0,rocks,1
6692,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,15,3,1,rocks,1
6693,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,17.5,0,0,rocks,1
6694,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,20,2,1,rocks,1
6695,12/17/2020,2020,12,17,13:50,14:15,LC,O,12,LCO12,1,jc ,22,0,0,rocks,1
6696,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,2.5,9,2,rocks,1
6697,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,5,59,5,rocks,1
6698,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,7.5,46,4,rocks,1
6699,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,10,34,7,rocks,1
6700,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,12.5,44,8,rocks,1
6701,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,15,33,4,rocks,1
6702,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,17.5,70,3,rocks,1
6703,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,20,64,4,rocks,1
6704,12/17/2020,2020,12,17,13:29,14:00,LC,O,12,LCO12,2,ep,22,51,5,rocks,1
6705,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,2.5,20,2,rocks,1
6706,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,5,46,11,rocks,1
6707,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,7.5,16,2,rocks,1
6708,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,10,20,6,rocks,1
6709,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,12.5,25,0,rocks,1
6710,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,15,57,10,rocks,1
6711,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,17.5,57,4,rocks,1
6712,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,20,51,10,rocks,1
6713,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,22.5,58,5,rocks,1
6714,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,25,55,8,rocks,1
6715,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,27.5,50,9,rocks,1
6716,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,jc ,28.4,9,1,rocks,1
6717,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,2.5,38,2,rocks,2
6718,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,5,49,8,rocks,2
6719,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,7.5,23,2,rocks,2
6720,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,10,30,5,rocks,2
6721,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,12.5,43,3,rocks,2
6722,12/17/2020,2020,12,17,14:20,14:58,LC,O,12,LCO12,16,ep,15,50,12,rocks,2
